Year,State,District,Post_Monsoon,Pre_Monsoon
2021-22,Tripura,West Tripura,2 to 5,2 to 5
2021-22,Uttar Pradesh,Agra,20 to 40,20 to 40
2021-22,Uttar Pradesh,Aligarh,5 to 10,5 to 10
2021-22,Uttar Pradesh,Allahabad,0 to 2,2 to 5
2021-22,Uttar Pradesh,Ambedkar Nagar,0 to 2,2 to 5
2021-22,Uttar Pradesh,Amethi,2 to 5,5 to 10
2021-22,Uttar Pradesh,Amroha,10 to 20,10 to 20
2021-22,Uttar Pradesh,Auraiya,2 to 5,5 to 10
2021-22,Uttar Pradesh,Azamgarh,0 to 2,5 to 10
2021-22,Uttar Pradesh,Baghpat,20 to 40,20 to 40
2021-22,Uttar Pradesh,Bahraich,0 to 2,2 to 5
2021-22,Uttar Pradesh,Ballia,0 to 2,2 to 5
2021-22,Uttar Pradesh,Balrampur,0 to 2,2 to 5
2021-22,Uttar Pradesh,Banda,2 to 5,2 to 5
2021-22,Uttar Pradesh,Barabanki,0 to 2,5 to 10
2021-22,Uttar Pradesh,Bareilly,2 to 5,5 to 10
2021-22,Uttar Pradesh,Basti,0 to 2,2 to 5
2021-22,Uttar Pradesh,Bhadohi,10 to 20,10 to 20
2021-22,Uttar Pradesh,Bijnor,10 to 20,10 to 20
2021-22,Uttar Pradesh,Budaun,10 to 20,10 to 20
2021-22,Uttar Pradesh,Bulandshahr,5 to 10,10 to 20
2021-22,Uttar Pradesh,Chandauli,0 to 2,2 to 5
2021-22,Uttar Pradesh,Chitrakoot,10 to 20,10 to 20
2021-22,Uttar Pradesh,Deoria,0 to 2,2 to 5
2021-22,Uttar Pradesh,Etah,10 to 20,5 to 10
2021-22,Uttar Pradesh,Etawah,20 to 40,5 to 10
2021-22,Uttar Pradesh,Faizabad,2 to 5,5 to 10
2021-22,Uttar Pradesh,Farrukhabad,10 to 20,10 to 20
2021-22,Uttar Pradesh,Fatehpur,10 to 20,2 to 5
2021-22,Uttar Pradesh,Firozabad,10 to 20,10 to 20
2021-22,Uttar Pradesh,Gautam Buddha Nagar,20 to 40,20 to 40
2021-22,Uttar Pradesh,Ghaziabad,5 to 10,10 to 20
2021-22,Uttar Pradesh,Ghazipur,0 to 2,0 to 2
2021-22,Uttar Pradesh,Gonda,0 to 2,2 to 5
2021-22,Uttar Pradesh,Gorakhpur,2 to 5,2 to 5
2021-22,Uttar Pradesh,Hamirpur,2 to 5,5 to 10
2021-22,Uttar Pradesh,Hapur,10 to 20,10 to 20
2021-22,Uttar Pradesh,Hardoi,2 to 5,2 to 5
2021-22,Uttar Pradesh,Hathras,5 to 10,10 to 20
2021-22,Uttar Pradesh,Jalaun,5 to 10,2 to 5
2021-22,Uttar Pradesh,Jaunpur,0 to 2,5 to 10
2021-22,Uttar Pradesh,Jhansi,5 to 10,5 to 10
2021-22,Uttar Pradesh,Kannauj,20 to 40,20 to 40
2021-22,Uttar Pradesh,Kanpur Dehat,2 to 5,5 to 10
2021-22,Uttar Pradesh,Kanpur Nagar,5 to 10,2 to 5
2021-22,Uttar Pradesh,Kasganj,5 to 10,5 to 10
2021-22,Uttar Pradesh,Kaushambi,10 to 20,10 to 20
2021-22,Uttar Pradesh,Kushinagar,0 to 2,0 to 2
2021-22,Uttar Pradesh,Lakhimpur Kheri,2 to 5,2 to 5
2021-22,Uttar Pradesh,Lalitpur,5 to 10,2 to 5
2021-22,Uttar Pradesh,Lucknow,10 to 20,10 to 20
2021-22,Uttar Pradesh,Maharajganj,2 to 5,0 to 2
2021-22,Uttar Pradesh,Mahoba,5 to 10,5 to 10
2021-22,Uttar Pradesh,Mainpuri,5 to 10,5 to 10
2021-22,Uttar Pradesh,Mathura,2 to 5,2 to 5
2021-22,Uttar Pradesh,Mau,0 to 2,2 to 5
2021-22,Uttar Pradesh,Meerut,5 to 10,5 to 10
2021-22,Uttar Pradesh,Mirzapur,2 to 5,0 to 2
2021-22,Uttar Pradesh,Moradabad,10 to 20,10 to 20
2021-22,Uttar Pradesh,Muzaffarnagar,10 to 20,10 to 20
2021-22,Uttar Pradesh,Pilibhit,2 to 5,2 to 5
2021-22,Uttar Pradesh,Pratapgarh,2 to 5,5 to 10
2021-22,Uttar Pradesh,Rae Bareli,0 to 2,2 to 5
2021-22,Uttar Pradesh,Rampur,2 to 5,5 to 10
2021-22,Uttar Pradesh,Saharanpur,5 to 10,5 to 10
2021-22,Uttar Pradesh,Sambhal,10 to 20,10 to 20
2021-22,Uttar Pradesh,Sant Kabir Nagar,0 to 2,2 to 5
2021-22,Uttar Pradesh,Sant Ravidas Nagar,2 to 5,5 to 10
2021-22,Uttar Pradesh,Shahjahanpur,5 to 10,5 to 10
2021-22,Uttar Pradesh,Shamli,10 to 20,10 to 20
2021-22,Uttar Pradesh,Shravasti,0 to 2,2 to 5
2021-22,Uttar Pradesh,Siddharth Nagar,0 to 2,2 to 5
2021-22,Uttar Pradesh,Sitapur,2 to 5,2 to 5
2021-22,Uttar Pradesh,Sonbhadra,2 to 5,5 to 10
2021-22,Uttar Pradesh,Sultanpur,0 to 2,2 to 5
2021-22,Uttar Pradesh,Unnao,0 to 2,2 to 5
2021-22,Uttar Pradesh,Varanasi,5 to 10,5 to 10
2021-22,Uttarakhand,Almora,10 to 20,10 to 20
2021-22,Uttarakhand,Bageshwar,10 to 20,10 to 20
2021-22,Uttarakhand,Chamoli,10 to 20,10 to 20
2021-22,Uttarakhand,Champawat,5 to 10,5 to 10
2021-22,Uttarakhand,Dehradun,>15,>15
2021-22,Uttarakhand,Haridwar,2 to 5,5 to 10
2021-22,Uttarakhand,Nainital,>15,>15
2021-22,Uttarakhand,Pauri Garhwal,>15,>15
2021-22,Uttarakhand,Pithoragarh,10 to 20,10 to 20
2021-22,Uttarakhand,Rudraprayag,10 to 20,10 to 20
2021-22,Uttarakhand,Tehri Garhwal,10 to 20,10 to 20
2021-22,Uttarakhand,Udham Singh Nagar,2 to 5,2 to 5
2021-22,Uttarakhand,Uttarkashi,>15,>15
2021-22,West Bengal,Alipurduar,2 to 5,0 to 2
2021-22,West Bengal,Bankura,0 to 2,5 to 10
2021-22,West Bengal,Bardhaman,2 to 5,2 to 5
2021-22,West Bengal,Birbhum,2 to 5,5 to 10
2021-22,West Bengal,Cooch Behar,0 to 2,2 to 5
2021-22,West Bengal,Dakshin Dinajpur,2 to 5,5 to 10
2021-22,West Bengal,Darjeeling,2 to 5,2 to 5
2021-22,West Bengal,Hooghly,5 to 10,0 to 2
2021-22,West Bengal,Howrah,0 to 2,0 to 2
2021-22,West Bengal,Jalpaiguri,2 to 5,2 to 5
2021-22,West Bengal,Jhargram,2 to 5,5 to 10
2021-22,West Bengal,Malda,2 to 5,5 to 10
2021-22,West Bengal,Murshidabad,2 to 5,5 to 10
2021-22,West Bengal,Nadia,2 to 5,5 to 10
2021-22,West Bengal,North 24 Parganas,2 to 5,5 to 10
2021-22,West Bengal,Paschim Barddhaman,0 to 2,5 to 10
2021-22,West Bengal,Paschim Medinipur,2 to 5,10 to 20
2021-22,West Bengal,Purba Barddhaman,5 to 10,5 to 10
2021-22,West Bengal,Purba Medinipur,10 to 20,10 to 20
2021-22,West Bengal,Purulia,0 to 2,5 to 10
2021-22,West Bengal,South 24 Parganas,5 to 10,10 to 20
2021-22,West Bengal,Uttar Dinajpur,2 to 5,10 to 20
